review,sentiment
This speaker has terrible product.,Negative
This speaker has stopped working.,Negative
The delivery is average but overall I am very satisfied with this camera.,Neutral
The quality is acceptable for the price.,Negative
This speaker has outstanding experience.,Positive
This monitor has excellent quality.,Positive
This phone has works perfectly.,Positive
This camera has poor quality.,Negative
This speaker has superb build quality.,Positive
This printer offers decent value for money.,Neutral
This camera has superb build quality.,Positive
This headphones offers decent value for money.,Neutral
This keyboard has horrible experience.,Negative
The performance is average but overall I am very satisfied with this camera.,Positive
This speaker has great battery life.,Positive
The service is average but overall I am very satisfied with this smartwatch.,Positive
The product performs reasonably well.,Neutral
The performance looks good but the overall experience was terrible.,Negative
The product performs reasonably well.,Neutral
This smartwatch has very disappointed.,Negative
This smartwatch has fantastic performance.,Negative
The battery is average but overall I am very satisfied with this speaker.,Positive
The price looks good but the overall experience was terrible.,Negative
This printer has terrible product.,Negative
This smartwatch has fantastic performance.,Positive
This phone has superb build quality.,Positive
This keyboard has highly recommended.,Positive
The screen is average but overall I am very satisfied with this monitor.,Negative
The quality is average but overall I am very satisfied with this phone.,Positive
The tablet is okay and works as expected.,Neutral
The quality is average but overall I am very satisfied with this printer.,Positive
The battery is average but overall I am very satisfied with this keyboard.,Positive
This keyboard has works perfectly.,Negative
This monitor has very disappointed.,Neutral
This laptop has terrible product.,Negative
I have mixed feelings about this product.,Neutral
This printer has horrible experience.,Negative
The price looks good but the overall experience was terrible.,Neutral
This phone has terrible product.,Negative
The quality looks good but the overall experience was terrible.,Negative
This camera has fantastic performance.,Positive
The screen is good but could be better.,Neutral
This monitor has amazing product.,Positive
This laptop has poor quality.,Negative
This smartwatch has horrible experience.,Negative
This headphones has terrible product.,Negative
The delivery is average but overall I am very satisfied with this speaker.,Positive
This printer has worst purchase ever.,Negative
This printer has worst purchase ever.,Negative
This keyboard has bad battery life.,Negative
The delivery is good but could be better.,Neutral
The battery looks good but the overall experience was terrible.,Negative
This phone has outstanding experience.,Positive
This smartwatch has bad battery life.,Negative
The quality is average but overall I am very satisfied with this smartwatch.,Positive
The battery looks good but the overall experience was terrible.,Negative
I have mixed feelings about this product.,Neutral
The screen is average but overall I am very satisfied with this speaker.,Positive
This smartwatch has works perfectly.,Positive
This speaker has extremely dissatisfied.,Negative
The quality looks good but the overall experience was terrible.,Negative
The tablet is okay and works as expected.,Neutral
